sec,PD,PS,TD,TS,T.Top,T.Bottom,T.Cond in,T Cond mid,T Cond Out,Air in Cond,Ait Out Cond,Ambient outdoor,Speed Comp,label
7670.0,1.7,0.16,100.1,14.45,104.95,85.4,98.5,38.1,36.75,24.0,36.65,26.0,73.92,C2
7675.0,1.69,0.16,100.1,14.5,105.0,85.5,98.55,37.85,36.35,23.9,36.6,25.85,72.37,C2
7680.0,1.68,0.16,100.1,14.55,105.05,85.55,98.5,37.55,36.15,23.85,36.35,25.7,70.91,C2
7685.0,1.67,0.15,100.05,14.5,105.15,85.55,98.5,37.2,35.85,23.85,36.25,25.6,69.7,C2
7690.0,1.64,0.13,99.95,14.55,105.2,85.55,98.3,36.7,35.2,23.7,35.95,25.5,65.9,C2
7695.0,1.6,0.11,99.75,14.55,105.1,85.55,98.05,35.95,34.25,23.6,35.2,25.5,56.48,C2
7700.0,1.57,0.09,99.45,14.6,104.95,85.55,97.65,35.2,34.25,23.45,34.35,25.4,46.6,C2
7705.0,1.54,0.08,99.05,14.6,104.7,85.35,97.1,34.4,34.15,23.3,33.2,25.1,36.76,Unlabeled
7710.0,1.52,0.06,98.6,14.7,104.45,85.2,96.55,33.15,33.6,23.1,32.7,24.95,31.37,Unlabeled
7715.0,1.52,0.04,98.15,14.7,104.1,85.05,96.05,31.6,33.35,23.05,31.45,24.65,31.38,Unlabeled
7720.0,1.52,0.03,97.7,14.75,103.7,84.95,95.55,29.95,33.2,22.85,30.8,24.6,31.37,Unlabeled
7725.0,1.51,0.01,97.25,14.7,103.3,84.85,94.95,28.55,33.1,22.65,30.05,24.35,31.39,Unlabeled
7730.0,1.5,0.01,96.5,14.8,102.95,84.5,88.5,27.2,32.8,22.55,29.25,24.2,27.57,Unlabeled
7735.0,1.47,0.01,95.95,15.35,102.4,84.25,62.1,26.05,32.35,22.3,28.55,24.0,6.82,Unlabeled
7740.0,1.46,0.01,95.4,15.8,102.0,83.9,45.7,25.3,31.95,22.1,27.8,23.95,0.0,Unlabeled
7745.0,1.46,0.01,94.8,16.25,101.5,83.55,40.4,24.7,31.8,21.8,27.3,23.75,0.0,Unlabeled
7750.0,1.46,0.01,94.2,16.8,100.95,83.25,38.2,24.25,31.7,21.8,26.8,23.45,0.0,Unlabeled
7755.0,1.45,0.03,93.6,17.5,100.4,82.95,37.2,23.85,31.55,21.6,26.3,23.3,0.0,Unlabeled
7760.0,1.44,0.13,93.05,18.35,99.8,82.6,37.2,23.6,31.4,21.4,25.85,23.2,0.0,Unlabeled
7765.0,1.42,0.22,92.45,19.8,99.2,82.3,36.9,23.35,31.25,21.35,25.3,23.2,0.0,Unlabeled
7770.0,1.41,0.27,91.9,21.65,98.6,82.0,36.85,23.15,31.05,21.5,24.85,23.1,0.0,Unlabeled
7775.0,1.43,0.31,91.75,22.95,97.95,81.95,38.1,23.0,30.95,21.45,24.85,23.15,0.0,Unlabeled
7780.0,1.63,0.24,93.15,19.65,97.4,81.95,62.65,22.8,28.9,21.45,26.0,23.2,30.07,Unlabeled
7785.0,1.73,0.2,95.0,18.4,97.55,82.0,77.9,22.55,25.75,21.7,28.1,23.35,54.11,Unlabeled
7790.0,1.69,0.18,96.25,17.6,98.0,82.1,85.55,23.1,24.1,21.9,29.3,23.35,60.21,Unlabeled
7795.0,1.65,0.17,97.1,17.1,98.55,82.25,89.65,27.7,23.55,22.2,30.35,23.55,60.28,C1
7800.0,1.61,0.16,97.55,16.75,98.95,82.35,92.05,30.8,24.4,22.45,31.4,23.7,60.28,C1
7805.0,1.57,0.15,97.85,16.45,99.4,82.5,93.5,31.8,29.4,22.75,31.85,23.95,60.27,C1
7810.0,1.54,0.13,98.0,16.25,99.8,82.6,94.35,32.05,31.0,22.95,32.65,24.15,60.28,C1
7815.0,1.51,0.12,98.1,16.1,100.1,82.65,94.9,32.2,30.65,23.2,32.55,24.4,60.28,C1
7820.0,1.5,0.14,98.15,16.0,100.4,82.75,95.25,32.3,30.25,23.45,32.6,24.65,60.28,C1
7825.0,1.52,0.17,98.4,16.0,100.75,82.8,95.75,32.55,30.65,23.65,32.8,24.8,60.14,C1
7830.0,1.53,0.18,98.55,15.95,100.9,82.85,96.1,32.9,31.35,23.85,33.1,25.05,60.18,C1
7835.0,1.55,0.18,98.7,15.95,101.0,82.9,96.4,33.7,31.95,24.05,33.0,25.25,60.21,C1
7840.0,1.56,0.18,98.8,15.8,101.15,83.0,96.6,34.1,32.8,24.3,33.25,25.5,60.22,C1
7845.0,1.57,0.19,98.9,15.8,101.3,83.1,96.8,34.2,33.4,24.55,33.4,25.8,60.22,C1
7850.0,1.58,0.2,98.95,15.8,101.4,83.2,96.9,34.35,33.75,24.7,33.65,25.9,60.21,C1
7855.0,1.6,0.21,98.95,15.85,101.45,83.3,97.05,34.75,34.1,24.95,33.7,26.0,60.2,C1
7860.0,1.62,0.23,98.95,15.8,101.45,83.35,97.1,35.1,34.4,25.05,34.7,26.2,60.19,C1
7865.0,1.63,0.24,98.95,15.8,101.45,83.45,97.2,35.6,34.8,25.25,34.65,26.4,60.2,C1
7870.0,1.65,0.25,98.95,15.8,101.25,83.5,97.15,36.1,35.3,25.3,35.25,26.4,60.19,C1
7875.0,1.67,0.27,98.85,15.85,101.05,83.55,97.15,36.75,35.9,25.35,35.6,26.55,60.19,C1
7880.0,1.7,0.28,98.75,15.85,100.8,83.7,97.05,37.35,36.5,25.3,35.95,26.6,60.19,C1
7885.0,1.73,0.29,98.5,15.8,100.55,83.8,96.9,37.85,37.1,25.2,36.05,26.65,60.2,C1
7890.0,1.75,0.29,98.35,15.75,100.2,83.9,96.85,38.35,37.55,25.2,36.5,26.7,60.21,C1
7895.0,1.77,0.29,98.2,15.75,99.95,84.0,96.7,38.7,37.9,25.15,36.6,26.6,60.21,C1
7900.0,1.78,0.3,98.0,15.7,99.6,84.1,96.55,39.05,38.15,25.15,37.4,26.65,60.21,C1
7905.0,1.79,0.3,97.9,15.65,99.3,84.15,96.4,39.35,38.35,25.1,37.1,26.6,60.22,C1
7910.0,1.8,0.3,97.7,15.65,99.0,84.25,96.2,39.6,38.35,25.0,37.6,26.45,60.22,C1
7915.0,1.81,0.3,97.55,15.55,98.75,84.25,96.05,39.85,38.45,24.9,37.95,26.5,60.22,C1
7920.0,1.81,0.3,97.35,15.55,98.45,84.35,95.95,40.05,38.55,24.9,37.6,26.5,60.23,C1
7925.0,1.82,0.3,97.2,15.5,98.15,84.4,95.75,40.3,38.7,24.9,37.85,26.5,60.23,C1
7930.0,1.82,0.3,97.05,15.4,97.95,84.45,95.6,40.4,38.85,24.75,38.15,26.55,60.23,C1
7935.0,1.83,0.3,96.85,15.35,97.7,84.55,95.45,40.45,38.9,24.75,38.25,26.5,60.23,C1
7940.0,1.84,0.3,96.7,15.25,97.5,84.55,95.3,40.5,39.0,24.65,38.1,26.55,60.23,C1
7945.0,1.84,0.3,96.6,15.2,97.3,84.55,95.2,40.5,39.05,24.65,38.15,26.4,60.23,C1
7950.0,1.84,0.3,96.55,15.15,97.1,84.6,95.05,40.45,39.15,24.7,38.2,26.4,60.23,C1
7955.0,1.85,0.3,96.35,15.05,96.9,84.6,94.95,40.45,39.15,24.7,38.0,26.45,60.23,C1
7960.0,1.88,0.28,96.3,14.95,96.85,84.65,94.9,40.7,39.45,24.6,38.6,26.3,63.84,C1
7965.0,1.91,0.26,96.55,14.7,96.9,84.75,95.05,41.15,39.85,24.55,39.35,26.35,73.39,C1
7970.0,1.94,0.24,96.9,14.5,97.35,84.9,95.4,41.8,40.5,24.6,39.3,26.35,83.37,C1
7975.0,1.97,0.22,97.4,14.2,98.0,85.05,95.8,42.5,41.05,24.8,40.0,26.4,93.16,C1
7980.0,1.99,0.22,97.95,14.0,98.85,85.25,96.35,43.1,41.5,24.8,39.4,26.35,100.68,C1
7985.0,1.99,0.22,98.5,13.85,99.75,85.5,96.85,43.4,41.95,24.75,39.55,26.45,99.5,C1
7990.0,2.0,0.21,98.95,13.75,100.55,85.65,97.3,43.4,41.95,24.75,39.65,26.45,97.92,C1
7995.0,1.99,0.21,99.35,13.65,101.35,85.85,97.75,43.45,41.85,24.8,39.7,26.45,97.19,C1
8000.0,1.98,0.21,99.7,13.6,102.1,86.05,98.1,43.4,41.7,24.85,39.9,26.55,95.95,C1
8005.0,1.98,0.21,100.05,13.55,102.8,86.25,98.5,43.3,41.6,24.85,40.15,26.5,95.14,C1
8010.0,1.97,0.21,100.3,13.55,103.45,86.4,98.8,43.2,41.6,24.9,40.4,26.45,94.69,C1
8015.0,1.97,0.21,100.55,13.5,104.05,86.55,99.1,43.1,41.3,24.85,40.8,26.3,94.19,C1
8020.0,1.96,0.21,100.9,13.5,104.55,86.7,99.4,42.95,41.25,24.9,40.55,26.5,94.37,C1
8025.0,1.96,0.21,101.15,13.45,105.0,86.8,99.65,42.95,41.2,24.8,40.7,26.35,94.7,Unlabeled
8030.0,1.95,0.21,101.4,13.35,105.4,86.95,99.9,42.9,41.15,24.65,40.3,26.3,95.12,Unlabeled
8035.0,1.96,0.21,101.6,13.35,105.7,87.15,100.1,43.0,41.4,24.55,40.1,26.45,95.62,Unlabeled
8040.0,1.96,0.21,101.85,13.3,106.1,87.3,100.4,43.2,41.5,24.35,39.7,26.35,96.07,C10
8045.0,1.96,0.21,102.15,13.25,106.4,87.45,100.65,43.25,41.65,24.4,39.95,26.55,96.43,C10
8050.0,1.97,0.21,102.4,13.25,106.8,87.65,100.9,43.3,41.95,24.3,40.5,26.5,96.72,C10
8055.0,1.97,0.21,102.65,13.25,107.15,87.8,101.15,43.3,41.85,24.4,40.85,26.25,96.68,C10
8060.0,1.97,0.21,102.9,13.2,107.45,88.0,101.4,43.3,41.95,24.35,40.75,26.35,96.37,C10
8065.0,1.97,0.21,103.1,13.15,107.75,88.15,101.6,43.2,41.75,24.25,40.5,26.3,95.79,C10
8070.0,1.97,0.21,103.25,13.2,108.15,88.3,101.8,43.1,41.55,24.25,40.6,26.2,95.26,C10
8075.0,1.96,0.2,103.5,13.15,108.6,88.5,102.0,42.95,41.45,24.2,40.7,26.35,94.98,C10
8080.0,1.96,0.2,103.65,13.1,108.85,88.6,102.15,42.75,41.15,24.2,40.45,26.25,94.29,C10
8085.0,1.95,0.2,103.8,13.05,109.15,88.8,102.35,42.6,40.95,24.15,40.25,26.2,93.68,C10
8090.0,1.95,0.2,104.0,13.15,109.3,89.0,102.5,42.55,40.85,24.1,40.2,26.3,93.35,C10
8095.0,1.94,0.2,104.15,13.1,109.55,89.15,102.7,42.45,40.65,24.15,39.9,26.25,92.9,C10
8100.0,1.94,0.2,104.3,13.15,109.75,89.3,102.85,42.5,40.7,24.2,39.95,26.2,92.98,C10
8105.0,1.94,0.2,104.45,13.1,110.0,89.45,102.95,42.5,40.65,24.1,40.35,26.2,93.17,C10
8110.0,1.94,0.21,104.6,13.15,110.15,89.7,103.15,42.5,40.75,24.05,40.25,26.15,93.76,C10
8115.0,1.94,0.21,104.75,13.05,110.35,89.85,103.3,42.45,40.6,24.05,39.95,26.05,94.22,C10
8120.0,1.94,0.21,104.9,13.05,110.45,90.0,103.45,42.55,40.75,23.95,39.95,26.4,94.63,C10
8125.0,1.94,0.21,105.0,13.05,110.45,90.15,103.65,42.6,40.9,23.9,40.2,26.4,94.86,C10
8130.0,1.94,0.21,105.15,12.95,110.55,90.3,103.75,42.6,40.85,23.95,40.25,26.25,95.26,C10
8135.0,1.94,0.21,105.3,12.9,110.65,90.45,103.85,42.6,41.0,23.9,40.05,26.25,95.08,C10
8140.0,1.94,0.2,105.35,12.85,110.7,90.55,103.95,42.65,41.0,23.8,39.8,26.1,94.78,C10
8145.0,1.93,0.2,105.5,12.85,110.8,90.7,104.1,42.6,41.0,23.8,40.25,26.15,94.53,C10
8150.0,1.93,0.2,105.6,12.75,110.8,90.85,104.2,42.55,41.0,23.8,40.2,26.35,94.35,C10
8155.0,1.92,0.2,105.7,12.75,110.85,90.95,104.25,42.45,40.8,23.9,40.15,26.35,93.87,C10
8160.0,1.92,0.2,105.75,12.75,110.95,91.15,104.35,42.45,40.8,23.9,40.5,26.25,93.16,C10
8165.0,1.92,0.2,105.8,12.7,110.95,91.25,104.4,42.3,40.7,24.0,41.0,26.2,92.5,C10
8170.0,1.91,0.2,105.9,12.75,111.0,91.45,104.5,42.2,40.55,23.9,40.0,26.15,92.4,C10
8175.0,1.91,0.2,106.0,12.7,110.95,91.5,104.55,42.15,40.4,23.8,40.4,26.15,92.03,C10
8180.0,1.91,0.2,106.1,12.7,110.95,91.6,104.6,41.95,40.35,23.8,39.8,26.2,91.87,C10
8185.0,1.91,0.2,106.15,12.7,110.95,91.75,104.7,41.9,40.25,23.8,40.1,26.1,91.67,C10
8190.0,1.91,0.2,106.2,12.7,111.0,91.85,104.8,41.9,40.2,23.95,39.9,26.05,91.85,C10
8195.0,1.91,0.2,106.25,12.7,111.0,91.95,104.9,41.9,40.1,23.9,39.7,26.0,92.14,C10
8200.0,1.91,0.2,106.4,12.7,111.1,92.1,104.95,41.9,40.15,23.8,39.95,26.2,92.41,C10
8205.0,1.91,0.2,106.45,12.7,111.1,92.2,105.05,41.9,40.25,23.8,39.55,26.2,92.61,C10
8210.0,1.92,0.2,106.55,12.65,111.15,92.3,105.15,41.95,40.4,23.75,39.55,26.15,92.99,C10
8215.0,1.92,0.2,106.6,12.6,111.25,92.4,105.2,42.05,40.35,23.9,39.65,26.15,93.44,C10
8220.0,1.92,0.2,106.75,12.6,111.35,92.5,105.3,42.15,40.5,23.85,39.4,26.1,93.52,C10
8225.0,1.92,0.2,106.8,12.55,111.4,92.65,105.4,42.2,40.65,23.75,39.75,26.05,93.9,C10
8230.0,1.93,0.2,106.85,12.5,111.45,92.75,105.45,42.15,40.75,23.85,39.8,26.0,93.86,C10
8235.0,1.93,0.2,106.95,12.5,111.5,92.9,105.5,42.2,40.65,23.75,39.65,26.05,93.84,C10
8240.0,1.92,0.2,107.0,12.5,111.55,92.95,105.55,42.25,40.55,23.8,39.5,26.2,93.7,C10
8245.0,1.92,0.2,107.1,12.5,111.65,93.1,105.65,42.2,40.45,23.85,39.8,26.15,93.47,C10
8250.0,1.92,0.2,107.15,12.45,111.75,93.15,105.7,42.15,40.5,23.8,40.1,26.15,93.03,C10
8255.0,1.92,0.2,107.2,12.5,111.8,93.3,105.75,42.15,40.45,23.85,39.6,26.05,92.75,C10
8260.0,1.92,0.2,107.25,12.5,111.9,93.35,105.85,42.15,40.55,24.0,39.55,26.1,92.52,C10
8265.0,1.92,0.2,107.35,12.45,111.9,93.45,105.9,42.15,40.35,23.95,40.1,26.1,92.29,C10
8270.0,1.9,0.19,107.35,12.45,111.9,93.6,105.9,42.0,40.2,23.85,40.0,26.25,91.92,C10
8275.0,1.86,0.18,107.45,12.45,111.8,93.65,105.8,41.65,39.85,23.75,39.5,26.3,87.78,C10
8280.0,1.82,0.17,107.25,12.5,111.65,93.7,105.7,40.9,39.35,23.7,38.75,26.35,81.97,C10
8285.0,1.78,0.17,107.2,12.5,111.45,93.7,105.6,40.1,38.65,23.65,38.65,26.3,77.66,C10
8290.0,1.74,0.16,107.0,12.5,111.2,93.65,105.45,39.4,37.95,23.55,38.25,26.15,74.11,C10
8295.0,1.71,0.16,106.8,12.6,111.0,93.6,105.3,38.7,37.3,23.55,37.45,26.0,70.94,C10
8300.0,1.7,0.16,106.6,12.7,110.9,93.55,105.1,38.1,36.85,23.5,37.0,25.9,68.86,C10
8305.0,1.68,0.16,106.45,12.75,110.8,93.45,104.9,37.6,36.4,23.45,36.55,25.55,67.45,C10
8310.0,1.67,0.15,106.35,12.8,110.65,93.35,104.75,37.0,35.9,23.4,36.45,25.65,66.13,C10
8315.0,1.65,0.15,106.25,12.85,110.5,93.3,104.65,36.6,35.45,23.3,36.0,25.6,64.36,C10
8320.0,1.64,0.15,106.15,12.9,110.25,93.2,104.45,36.1,35.05,23.2,35.95,25.45,63.03,C10
8325.0,1.64,0.15,106.05,12.95,110.1,93.1,104.4,35.75,34.65,23.1,35.55,25.3,62.08,C10
8330.0,1.63,0.15,105.95,13.05,109.85,93.0,104.3,35.4,34.15,23.0,35.45,25.55,61.28,C10
8335.0,1.62,0.15,105.85,13.1,109.7,92.9,104.15,35.1,33.8,23.0,34.65,25.4,60.38,C10
8340.0,1.6,0.13,105.75,13.1,109.45,92.75,103.95,34.75,33.1,22.85,34.55,25.15,58.92,C10
8345.0,1.57,0.11,105.45,13.15,109.3,92.65,103.55,34.3,32.0,22.8,33.9,24.55,50.75,C10
8350.0,1.55,0.09,105.1,13.15,109.05,92.45,103.05,33.75,32.4,22.7,32.95,25.0,41.41,C10
8355.0,1.53,0.07,104.7,13.25,108.7,92.2,102.5,33.1,32.65,22.65,32.3,24.9,32.67,C10
8360.0,1.52,0.05,104.3,13.3,108.35,92.0,101.95,31.8,32.75,22.65,31.5,24.85,31.38,C10
8365.0,1.52,0.03,103.85,13.3,107.9,91.8,101.4,30.3,32.7,22.45,30.75,24.75,31.38,C10
8370.0,1.51,0.02,103.35,13.3,107.5,91.6,100.85,29.0,32.6,22.35,30.3,24.5,31.39,C10
8375.0,1.5,0.0,102.6,13.1,107.1,91.2,99.95,27.55,32.35,22.2,29.25,24.1,30.61,C10
8380.0,1.48,0.01,102.0,13.7,106.7,90.95,85.95,26.2,32.15,22.05,28.3,24.05,17.67,C10
8385.0,1.46,0.01,101.4,14.15,106.25,90.65,68.3,25.2,31.8,21.9,27.7,24.05,0.0,C10
8390.0,1.45,0.01,100.75,14.6,105.7,90.25,48.0,24.45,31.6,21.75,27.1,23.95,0.0,C10
8395.0,1.46,0.01,100.15,15.1,105.15,89.85,40.6,23.9,31.6,21.7,26.7,23.75,0.0,C10
8400.0,1.46,0.01,99.6,15.8,104.6,89.45,37.35,23.45,31.65,21.7,26.1,23.7,0.0,C10
8405.0,1.46,0.02,99.0,16.55,104.1,89.05,36.1,23.1,31.6,21.8,26.15,23.7,0.0,C10
8410.0,1.44,0.12,98.4,17.9,103.5,88.65,35.95,22.85,31.55,21.85,25.9,23.6,0.0,C10
8415.0,1.43,0.22,97.75,19.7,102.9,88.35,36.0,22.75,31.4,21.95,25.85,23.6,0.0,C10
8420.0,1.42,0.28,97.1,21.75,102.3,87.95,36.35,22.65,31.3,22.1,25.6,23.7,0.0,C10
8425.0,1.56,0.28,97.3,20.9,101.6,87.85,43.1,22.65,30.65,22.2,25.6,23.75,0.0,C10
8430.0,1.67,0.23,99.05,18.55,101.2,87.95,70.7,22.8,28.6,22.25,27.6,23.8,39.35,C10
8435.0,1.74,0.2,100.8,17.3,101.4,88.05,84.8,22.8,25.55,22.4,28.85,23.9,56.64,C10
8440.0,1.7,0.18,102.0,16.55,101.85,88.35,91.75,25.05,24.35,22.65,30.25,24.1,60.28,C10
8445.0,1.64,0.16,102.65,16.0,102.2,88.5,95.5,29.85,24.1,22.75,31.25,24.1,60.29,C10
8450.0,1.6,0.15,103.0,15.6,102.55,88.55,97.65,31.75,26.9,22.95,32.65,24.2,60.28,C10
8455.0,1.56,0.14,103.15,15.35,102.85,88.6,98.9,32.3,30.8,23.2,33.1,24.5,60.28,C10
8460.0,1.55,0.17,103.3,15.25,103.2,88.75,99.7,32.7,31.25,23.5,33.25,24.8,60.27,C10
8465.0,1.56,0.18,103.4,15.15,103.4,88.75,100.4,33.35,31.0,23.8,33.5,25.0,60.17,C10
8470.0,1.56,0.19,103.5,15.1,103.5,88.9,100.8,33.95,31.95,24.0,33.5,25.35,60.21,C10
8475.0,1.57,0.19,103.5,14.95,103.6,88.95,101.05,34.55,32.6,24.3,33.55,25.55,60.22,C10
8480.0,1.59,0.19,103.5,14.9,103.65,88.95,101.2,35.05,33.35,24.55,34.3,25.9,60.22,C10
8485.0,1.59,0.19,103.55,14.85,103.75,89.0,101.3,35.0,33.85,24.7,34.9,26.05,60.22,C10
8490.0,1.6,0.2,103.5,14.8,103.8,89.05,101.35,35.0,34.4,24.9,34.75,26.3,60.21,C10
8495.0,1.62,0.21,103.5,14.85,103.9,89.1,101.4,35.35,34.75,25.05,34.75,26.45,60.21,C10
8500.0,1.63,0.22,103.45,14.85,103.8,89.2,101.45,35.6,35.0,25.2,35.05,26.6,60.2,C10
8505.0,1.65,0.24,103.4,14.9,103.8,89.25,101.45,36.0,35.3,25.3,35.25,26.7,60.19,C10
8510.0,1.67,0.25,103.25,14.9,103.6,89.3,101.4,36.5,35.7,25.25,35.9,26.8,60.2,C10
8515.0,1.68,0.26,103.1,15.0,103.3,89.4,101.3,36.9,36.2,25.3,36.4,26.85,60.2,C10
8520.0,1.7,0.27,102.95,15.05,102.95,89.55,101.2,37.35,36.55,25.3,36.65,26.85,60.2,C10
8525.0,1.72,0.28,102.7,15.05,102.6,89.6,101.05,37.9,37.05,25.3,36.75,26.85,60.2,C10
8530.0,1.74,0.29,102.5,15.1,102.3,89.7,100.9,38.5,37.5,25.25,37.05,27.0,60.2,C10
8535.0,1.77,0.29,102.25,15.15,102.05,89.75,100.65,38.95,38.05,25.2,37.25,26.9,60.2,C10
8540.0,1.78,0.3,102.0,15.15,101.7,89.85,100.45,39.25,38.4,25.1,37.7,26.9,60.21,C10
8545.0,1.8,0.3,101.75,15.15,101.4,89.9,100.2,39.6,38.65,25.1,37.5,26.95,60.22,C10
8550.0,1.81,0.3,101.5,15.15,101.05,89.95,100.05,39.85,38.8,25.0,38.35,26.75,60.22,C10
8555.0,1.83,0.3,101.25,15.15,100.75,90.0,99.85,40.1,38.9,24.95,38.4,26.8,60.22,C10
8560.0,1.83,0.3,101.05,15.15,100.5,90.0,99.6,40.35,38.85,24.9,38.65,26.8,60.22,C10
8565.0,1.84,0.3,100.9,15.15,100.2,90.05,99.35,40.45,38.9,24.85,38.7,26.6,60.23,C10
8570.0,1.84,0.3,100.65,15.05,99.85,90.05,99.15,40.55,39.0,24.8,38.45,26.55,60.23,C10
8575.0,1.84,0.3,100.45,15.1,99.55,90.0,98.95,40.6,39.05,24.7,38.65,26.55,60.23,C10
8580.0,1.84,0.3,100.3,15.05,99.25,90.05,98.75,40.6,39.15,24.7,39.1,26.6,60.23,C10
8585.0,1.85,0.31,100.1,15.0,98.95,90.0,98.5,40.6,39.15,24.7,38.8,26.35,60.23,C10
8590.0,1.85,0.31,99.85,15.0,98.7,89.95,98.35,40.6,39.25,24.65,38.85,26.35,60.23,C10
8595.0,1.85,0.31,99.65,15.0,98.5,89.9,98.15,40.6,39.3,24.65,38.95,26.35,60.23,C10
8600.0,1.86,0.31,99.45,15.0,98.25,89.85,98.0,40.7,39.4,24.55,38.95,26.35,60.23,C10
8605.0,1.86,0.3,99.25,14.95,98.05,89.85,97.8,40.7,39.4,24.4,38.85,26.4,60.25,C10
8610.0,1.89,0.28,99.25,14.8,97.95,89.75,97.75,41.1,39.7,24.4,38.85,26.55,65.91,C10
8615.0,1.93,0.26,99.3,14.7,98.05,89.85,97.95,41.75,40.3,24.4,39.0,26.5,75.44,C10
8620.0,1.96,0.24,99.65,14.5,98.5,89.9,98.2,42.4,40.85,24.25,40.0,26.5,85.56,C10
8625.0,1.98,0.22,100.15,14.25,99.15,90.0,98.65,43.0,41.4,24.15,39.85,26.5,95.29,C10
8630.0,1.99,0.22,100.7,14.15,100.05,90.15,99.15,43.4,41.95,24.25,40.45,26.5,100.69,C10
8635.0,2.0,0.21,101.15,14.05,100.85,90.35,99.6,43.6,42.0,24.3,41.0,26.55,98.41,C10
8640.0,1.99,0.21,101.45,14.0,101.7,90.45,99.95,43.6,41.85,24.25,40.55,26.35,96.67,C10
8645.0,1.98,0.21,101.85,13.95,102.5,90.6,100.35,43.5,41.7,24.35,41.4,26.4,95.72,C10
8650.0,1.97,0.21,102.2,13.9,103.2,90.7,100.65,43.3,41.55,24.4,41.1,26.4,94.37,C10
8655.0,1.97,0.21,102.4,13.85,103.95,90.85,100.95,43.2,41.4,24.4,40.7,26.4,93.62,C10
8660.0,1.96,0.21,102.65,13.85,104.6,90.95,101.2,43.1,41.25,24.4,40.55,26.4,93.23,C10
8665.0,1.95,0.21,102.85,13.8,105.15,91.05,101.4,42.95,41.1,24.3,40.95,26.5,93.23,C10
8670.0,1.95,0.21,103.1,13.75,105.65,91.15,101.6,42.85,41.05,24.25,40.65,26.5,93.34,C10
8675.0,1.95,0.21,103.25,13.7,106.05,91.3,101.8,42.85,41.25,24.15,40.5,26.5,93.99,C10
8680.0,1.95,0.21,103.5,13.65,106.4,91.35,102.0,42.85,41.2,24.2,40.35,26.6,94.53,C10
8685.0,1.95,0.21,103.65,13.6,106.7,91.45,102.2,42.95,41.35,24.1,39.85,26.65,95.28,C10
8690.0,1.96,0.21,103.85,13.55,107.05,91.6,102.4,43.0,41.55,24.2,40.4,26.5,95.67,C10
8695.0,1.96,0.21,104.0,13.55,107.3,91.65,102.55,43.0,41.7,24.15,40.35,26.4,95.82,C10
8700.0,1.97,0.21,104.2,13.5,107.65,91.8,102.75,43.05,41.65,24.15,40.55,26.5,95.86,C10
8705.0,1.97,0.21,104.35,13.45,107.95,91.95,102.95,43.1,41.65,24.2,40.45,26.4,95.89,C10
8710.0,1.97,0.21,104.5,13.4,108.2,92.0,103.1,43.1,41.7,24.15,40.4,26.3,95.47,C10
8715.0,1.97,0.21,104.65,13.35,108.45,92.15,103.25,43.0,41.65,24.2,39.85,26.6,95.01,C10
8720.0,1.97,0.21,104.9,13.3,108.75,92.25,103.4,42.95,41.55,24.2,40.05,26.5,94.69,C10
8725.0,1.97,0.21,105.05,13.3,109.05,92.35,103.55,42.9,41.4,24.2,40.1,26.4,94.12,C10
8730.0,1.97,0.21,105.15,13.3,109.3,92.5,103.7,42.9,41.35,24.2,40.1,26.55,93.53,C10
8735.0,1.96,0.2,105.3,13.3,109.55,92.55,103.8,42.9,41.15,24.4,40.25,26.35,93.44,C10
8740.0,1.96,0.21,105.4,13.25,109.75,92.65,103.95,42.85,41.1,24.45,40.75,26.3,93.1,C10
8745.0,1.96,0.21,105.55,13.3,109.95,92.8,104.1,42.85,41.2,24.55,40.65,26.25,93.29,C10
8750.0,1.96,0.21,105.65,13.25,110.15,92.85,104.25,42.9,41.2,24.3,40.25,26.3,93.63,C10
8755.0,1.96,0.21,105.75,13.25,110.2,92.9,104.35,42.9,41.2,24.4,40.4,26.45,94.1,C10
8760.0,1.96,0.21,105.85,13.15,110.3,93.0,104.5,42.95,41.5,24.4,40.65,26.7,94.68,C10
8765.0,1.96,0.21,106.05,13.15,110.4,93.1,104.55,43.05,41.65,24.35,40.5,26.75,95.02,C10
8770.0,1.97,0.21,106.15,13.15,110.55,93.2,104.75,43.1,41.65,24.35,40.15,26.65,95.33,C10
8775.0,1.97,0.21,106.3,13.15,110.75,93.35,104.9,43.25,41.75,24.3,41.0,26.75,95.34,C10
8780.0,1.97,0.21,106.45,13.1,110.9,93.45,105.0,43.3,41.95,24.1,40.45,26.45,95.36,C10
8785.0,1.96,0.21,106.55,13.05,111.05,93.55,105.15,43.3,41.85,24.0,41.05,25.95,94.97,C10
8790.0,1.96,0.21,106.65,13.0,111.1,93.65,105.25,43.2,41.7,24.0,40.7,26.35,94.8,C10
8795.0,1.96,0.21,106.75,13.05,111.2,93.75,105.35,43.15,41.6,24.05,41.0,26.45,94.54,C10
8800.0,1.95,0.2,106.85,13.0,111.3,93.85,105.45,43.05,41.4,23.95,40.85,26.55,94.09,C10
8805.0,1.95,0.2,106.95,13.0,111.35,93.9,105.55,42.95,41.4,23.95,40.3,26.5,93.74,C10
8810.0,1.95,0.2,107.05,12.9,111.4,93.95,105.6,42.8,41.25,24.0,40.3,26.5,93.14,C10
8815.0,1.95,0.2,107.1,12.9,111.45,94.05,105.7,42.65,41.25,23.95,40.05,26.6,92.85,C10
